item_id,annotator,valid,reason,notes,type
56bec6763aeaaa14008c93f4::LEX::2,cyril,1,,,LEXICAL
56bfd351a10cfb1400551312::SEM::0,cyril,0,OTHER,Réponse trop vague,SEMANTIC
56bfd351a10cfb1400551312::SEM::1,cyril,0,OTHER,Le film de ne porte pas sur une actrice étudiant les performances de Beyoncé,SEMANTIC
56bfd351a10cfb1400551312::SEM::2,cyril,1,,,SEMANTIC
56bfd351a10cfb1400551312::SYN::0,cyril,0,AMBIGUOUS,N'est pas une question,SYNTACTIC
56bfd351a10cfb1400551312::SYN::1,cyril,0,AMBIGUOUS,N'est pas une question,SYNTACTIC
56bfd351a10cfb1400551312::SYN::2,cyril,0,DUPLICATE,La question contient la réponse,SYNTACTIC
56bfd351a10cfb1400551312::LEX::0,cyril,1,,,LEXICAL
56bfd351a10cfb1400551312::LEX::1,cyril,1,,,LEXICAL
56bfd351a10cfb1400551312::LEX::2,cyril,1,,,LEXICAL
56ce0a3762d2951400fa69d6::SEM::0,cyril,0,OTHER,"piano, pas le piano solo",SEMANTIC
56ce0a3762d2951400fa69d6::SEM::1,cyril,1,,,SEMANTIC
56ce0a3762d2951400fa69d6::SEM::2,cyril,1,,,SEMANTIC
56ce0a3762d2951400fa69d6::SYN::0,cyril,1,,,SYNTACTIC
56ce0a3762d2951400fa69d6::SYN::1,cyril,0,OTHER,Formulation étrange,SYNTACTIC
56ce0a3762d2951400fa69d6::SYN::2,cyril,1,,,SYNTACTIC
56ce0a3762d2951400fa69d6::LEX::0,cyril,1,,,LEXICAL
56ce0a3762d2951400fa69d6::LEX::1,cyril,0,AMBIGUOUS,Question trop imprécise,LEXICAL
56ce0a3762d2951400fa69d6::LEX::2,cyril,1,,,LEXICAL
56cbd8c66d243a140015ed88::SEM::0,cyril,0,SPAN_MISSING,La réponse englobe d’autres aspects que celui mentionné dans la question,SEMANTIC
56cbd8c66d243a140015ed88::SEM::1,cyril,0,SPAN_MISSING,Ce n’est pas que sa musique qui a impacté le public,SEMANTIC
56cbd8c66d243a140015ed88::SEM::2,cyril,1,,,SEMANTIC
56cbd8c66d243a140015ed88::SYN::0,cyril,1,,,SYNTACTIC
56cbd8c66d243a140015ed88::SYN::1,cyril,1,,,SYNTACTIC
56cbd8c66d243a140015ed88::SYN::2,cyril,1,,,SYNTACTIC
56cbd8c66d243a140015ed88::LEX::0,cyril,1,,,LEXICAL
56cbd8c66d243a140015ed88::LEX::1,cyril,1,,,LEXICAL
56cbd8c66d243a140015ed88::LEX::2,cyril,1,,,LEXICAL
56cf6ca44df3c31400b0d779::SEM::0,cyril,1,,,SEMANTIC
56cf6ca44df3c31400b0d779::SEM::1,cyril,0,OTHER,Pas la bonne réponse,SEMANTIC
56cf6ca44df3c31400b0d779::SEM::2,cyril,1,,,SEMANTIC
56cf6ca44df3c31400b0d779::SYN::0,cyril,1,,,SYNTACTIC
56cf6ca44df3c31400b0d779::SYN::1,cyril,1,,,SYNTACTIC
56cf6ca44df3c31400b0d779::SYN::2,cyril,0,OTHER,Mauvais anglais,SYNTACTIC
56cf6ca44df3c31400b0d779::LEX::0,cyril,1,,,LEXICAL
56cf6ca44df3c31400b0d779::LEX::1,cyril,1,,,LEXICAL
56cf6ca44df3c31400b0d779::LEX::2,cyril,1,,,LEXICAL
56d3a9bb2ccc5a1400d82ddb::SEM::0,cyril,1,,,SEMANTIC
56d3a9bb2ccc5a1400d82ddb::SEM::1,cyril,1,,,SEMANTIC
56d3a9bb2ccc5a1400d82ddb::SEM::2,cyril,1,,,SEMANTIC
56d3a9bb2ccc5a1400d82ddb::SYN::0,cyril,1,,,SYNTACTIC
56d3a9bb2ccc5a1400d82ddb::SYN::1,cyril,0,OTHER,Mauvais anglais,SYNTACTIC
56d3a9bb2ccc5a1400d82ddb::SYN::2,cyril,0,OTHER,Mauvais anglais,SYNTACTIC
56d3a9bb2ccc5a1400d82ddb::LEX::0,cyril,1,,,LEXICAL
56d3a9bb2ccc5a1400d82ddb::LEX::1,cyril,0,OTHER,Mauvais anglais,LEXICAL
56d3a9bb2ccc5a1400d82ddb::LEX::2,cyril,1,,,LEXICAL
56ccf12b62d2951400fa64f3::SEM::0,cyril,0,SPAN_MISSING,Réponse peu convaincante,SEMANTIC
56ccf12b62d2951400fa64f3::SEM::1,cyril,1,,,SEMANTIC
56ccf12b62d2951400fa64f3::SEM::2,cyril,1,,,SEMANTIC
56ccf12b62d2951400fa64f3::SYN::0,cyril,1,,,SYNTACTIC
56ccf12b62d2951400fa64f3::SYN::1,cyril,0,OTHER,Mauvais anglais,SYNTACTIC
56ccf12b62d2951400fa64f3::SYN::2,cyril,1,,,SYNTACTIC
56ccf12b62d2951400fa64f3::LEX::0,cyril,1,,,LEXICAL
56ccf12b62d2951400fa64f3::LEX::1,cyril,1,,,LEXICAL
56ccf12b62d2951400fa64f3::LEX::2,cyril,1,,,LEXICAL
56ce750daab44d1400b887b1::SEM::0,cyril,1,,,SEMANTIC
56ce750daab44d1400b887b1::SEM::1,cyril,1,,,SEMANTIC
56ce750daab44d1400b887b1::SEM::2,cyril,1,,,SEMANTIC
56ce750daab44d1400b887b1::SYN::0,cyril,1,,Question temporelle dépendante du contexte,SYNTACTIC
56ce750daab44d1400b887b1::SYN::1,cyril,1,,Question temporelle dépendante du contexte,SYNTACTIC
56ce750daab44d1400b887b1::SYN::2,cyril,1,,Question temporelle dépendante du contexte,SYNTACTIC
56ce750daab44d1400b887b1::LEX::0,cyril,1,,Question temporelle dépendante du contexte,LEXICAL
56ce750daab44d1400b887b1::LEX::1,cyril,1,,Question temporelle dépendante du contexte,LEXICAL
56ce750daab44d1400b887b1::LEX::2,cyril,1,,Question temporelle dépendante du contexte,LEXICAL
56cd7db262d2951400fa663a::SEM::0,cyril,1,,,SEMANTIC
56cd7db262d2951400fa663a::SEM::1,cyril,1,,,SEMANTIC
56cd7db262d2951400fa663a::SEM::2,cyril,1,,,SEMANTIC
56cd7db262d2951400fa663a::SYN::0,cyril,1,,,SYNTACTIC
56cd7db262d2951400fa663a::SYN::1,cyril,1,,,SYNTACTIC
56cd7db262d2951400fa663a::SYN::2,cyril,1,,,SYNTACTIC
56cd7db262d2951400fa663a::LEX::0,cyril,1,,,LEXICAL
56cd7db262d2951400fa663a::LEX::1,cyril,1,,,LEXICAL
56cd7db262d2951400fa663a::LEX::2,cyril,1,,,LEXICAL
56cd8c5762d2951400fa66aa::SEM::0,cyril,1,,,SEMANTIC
56cd8c5762d2951400fa66aa::SEM::1,cyril,1,,,SEMANTIC
56cd8c5762d2951400fa66aa::SEM::2,cyril,1,,,SEMANTIC
56cd8c5762d2951400fa66aa::SYN::0,cyril,1,,,SYNTACTIC
56cd8c5762d2951400fa66aa::SYN::1,cyril,1,,,SYNTACTIC
56cd8c5762d2951400fa66aa::SYN::2,cyril,1,,,SYNTACTIC
56cd8c5762d2951400fa66aa::LEX::0,cyril,1,,,LEXICAL
56cd8c5762d2951400fa66aa::LEX::1,cyril,1,,,LEXICAL
56cd8c5762d2951400fa66aa::LEX::2,cyril,1,,,LEXICAL
56cd96c162d2951400fa675b::SEM::0,cyril,1,,,SEMANTIC
56cd96c162d2951400fa675b::SEM::1,cyril,0,AMBIGUOUS,Question imprécise,SEMANTIC
56cd96c162d2951400fa675b::SEM::2,cyril,1,,,SEMANTIC
56cd96c162d2951400fa675b::SYN::0,cyril,1,,,SYNTACTIC
56cd96c162d2951400fa675b::SYN::1,cyril,0,OTHER,Mauvais anglais,SYNTACTIC
56cd96c162d2951400fa675b::SYN::2,cyril,1,,,SYNTACTIC
56cd96c162d2951400fa675b::LEX::0,cyril,1,,,LEXICAL
56cd96c162d2951400fa675b::LEX::1,cyril,1,,,LEXICAL
56cd96c162d2951400fa675b::LEX::2,cyril,1,,,LEXICAL
5a8db847df8bba001a0f9ba5::SEM::0,cyril,1,,,SEMANTIC
5a8db847df8bba001a0f9ba5::SEM::1,cyril,1,,,SEMANTIC
5a8db847df8bba001a0f9ba5::SEM::2,cyril,0,OTHER,Mauvais anglais,SEMANTIC
5a8db847df8bba001a0f9ba5::SYN::0,cyril,0,OTHER,Réponse d'origine manquante,SYNTACTIC
5a8db847df8bba001a0f9ba5::SYN::1,cyril,0,OTHER,Réponse d'origine manquante,SYNTACTIC
5a8db847df8bba001a0f9ba5::SYN::2,cyril,0,OTHER,Réponse d'origine manquante,SYNTACTIC
5a8db847df8bba001a0f9ba5::LEX::0,cyril,0,OTHER,Réponse d'origine manquante,LEXICAL
5a8db847df8bba001a0f9ba5::LEX::1,cyril,0,OTHER,Réponse d'origine manquante,LEXICAL
5a8db847df8bba001a0f9ba5::LEX::2,cyril,0,OTHER,Réponse d'origine manquante,LEXICAL
56cedf84aab44d1400b88ba5::SEM::0,cyril,1,,,SEMANTIC
56cedf84aab44d1400b88ba5::SEM::1,cyril,1,,,SEMANTIC
56cedf84aab44d1400b88ba5::SEM::2,cyril,1,,,SEMANTIC
56cedf84aab44d1400b88ba5::SYN::0,cyril,1,,,SYNTACTIC
56cedf84aab44d1400b88ba5::SYN::1,cyril,1,,,SYNTACTIC
56cedf84aab44d1400b88ba5::SYN::2,cyril,1,,,SYNTACTIC
56cedf84aab44d1400b88ba5::LEX::0,cyril,1,,,LEXICAL
56cedf84aab44d1400b88ba5::LEX::1,cyril,1,,,LEXICAL
56cedf84aab44d1400b88ba5::LEX::2,cyril,1,,,LEXICAL
56ceed3baab44d1400b88cce::SEM::0,cyril,1,,,SEMANTIC
56ceed3baab44d1400b88cce::SEM::1,cyril,1,,,SEMANTIC
56ceed3baab44d1400b88cce::SEM::2,cyril,1,,,SEMANTIC
56ceed3baab44d1400b88cce::SYN::0,cyril,1,,,SYNTACTIC
56ceed3baab44d1400b88cce::SYN::1,cyril,1,,,SYNTACTIC
56ceed3baab44d1400b88cce::SYN::2,cyril,1,,,SYNTACTIC
56ceed3baab44d1400b88cce::LEX::0,cyril,1,,,LEXICAL
56ceed3baab44d1400b88cce::LEX::1,cyril,1,,,LEXICAL
56ceed3baab44d1400b88cce::LEX::2,cyril,1,,,LEXICAL
56d504539d1b871400ae05ec::SEM::0,cyril,,,,SEMANTIC
56d504539d1b871400ae05ec::SEM::1,cyril,,,,SEMANTIC
56d504539d1b871400ae05ec::SEM::2,cyril,,,,SEMANTIC
56d504539d1b871400ae05ec::SYN::0,cyril,,,,SYNTACTIC
56d504539d1b871400ae05ec::SYN::1,cyril,,,,SYNTACTIC
56d504539d1b871400ae05ec::SYN::2,cyril,,,,SYNTACTIC
56d504539d1b871400ae05ec::LEX::0,cyril,,,,LEXICAL
56d504539d1b871400ae05ec::LEX::1,cyril,,,,LEXICAL
56d504539d1b871400ae05ec::LEX::2,cyril,,,,LEXICAL
56d64d231c8504140094708b::SEM::0,cyril,,,,SEMANTIC
56d64d231c8504140094708b::SEM::1,cyril,,,,SEMANTIC
56d64d231c8504140094708b::SEM::2,cyril,,,,SEMANTIC
56d64d231c8504140094708b::SYN::0,cyril,,,,SYNTACTIC
56d64d231c8504140094708b::SYN::1,cyril,,,,SYNTACTIC
56d64d231c8504140094708b::SYN::2,cyril,,,,SYNTACTIC
56d64d231c8504140094708b::LEX::0,cyril,,,,LEXICAL
56d64d231c8504140094708b::LEX::1,cyril,,,,LEXICAL
56d64d231c8504140094708b::LEX::2,cyril,,,,LEXICAL
56cecff4aab44d1400b88abe::SEM::0,cyril,,,,SEMANTIC
56cecff4aab44d1400b88abe::SEM::1,cyril,,,,SEMANTIC
56cecff4aab44d1400b88abe::SEM::2,cyril,,,,SEMANTIC
56cecff4aab44d1400b88abe::SYN::0,cyril,,,,SYNTACTIC
56cecff4aab44d1400b88abe::SYN::1,cyril,,,,SYNTACTIC
56cecff4aab44d1400b88abe::SYN::2,cyril,,,,SYNTACTIC
56cecff4aab44d1400b88abe::LEX::0,cyril,,,,LEXICAL
56cecff4aab44d1400b88abe::LEX::1,cyril,,,,LEXICAL
56cecff4aab44d1400b88abe::LEX::2,cyril,,,,LEXICAL
56cedecdaab44d1400b88b8e::SEM::0,cyril,,,,SEMANTIC
56cedecdaab44d1400b88b8e::SEM::1,cyril,,,,SEMANTIC
56cedecdaab44d1400b88b8e::SEM::2,cyril,,,,SEMANTIC
56cedecdaab44d1400b88b8e::SYN::0,cyril,,,,SYNTACTIC
56cedecdaab44d1400b88b8e::SYN::1,cyril,,,,SYNTACTIC
56cedecdaab44d1400b88b8e::SYN::2,cyril,,,,SYNTACTIC
56cedecdaab44d1400b88b8e::LEX::0,cyril,,,,LEXICAL
56cedecdaab44d1400b88b8e::LEX::1,cyril,,,,LEXICAL
56cedecdaab44d1400b88b8e::LEX::2,cyril,,,,LEXICAL
56d64f7c1c85041400947095::SEM::0,cyril,,,,SEMANTIC
56d64f7c1c85041400947095::SEM::1,cyril,,,,SEMANTIC
56d64f7c1c85041400947095::SEM::2,cyril,,,,SEMANTIC
56d64f7c1c85041400947095::SYN::0,cyril,,,,SYNTACTIC
56d64f7c1c85041400947095::SYN::1,cyril,,,,SYNTACTIC
56d64f7c1c85041400947095::SYN::2,cyril,,,,SYNTACTIC
56d64f7c1c85041400947095::LEX::0,cyril,,,,LEXICAL
56d64f7c1c85041400947095::LEX::1,cyril,,,,LEXICAL
56d64f7c1c85041400947095::LEX::2,cyril,,,,LEXICAL
56d65a4b1c850414009470b3::SEM::0,cyril,,,,SEMANTIC
56d65a4b1c850414009470b3::SEM::1,cyril,,,,SEMANTIC
56d65a4b1c850414009470b3::SEM::2,cyril,,,,SEMANTIC
56d65a4b1c850414009470b3::SYN::0,cyril,,,,SYNTACTIC
56d65a4b1c850414009470b3::SYN::1,cyril,,,,SYNTACTIC
56d65a4b1c850414009470b3::SYN::2,cyril,,,,SYNTACTIC
56d65a4b1c850414009470b3::LEX::0,cyril,,,,LEXICAL
56d65a4b1c850414009470b3::LEX::1,cyril,,,,LEXICAL
56d65a4b1c850414009470b3::LEX::2,cyril,,,,LEXICAL
56cef595aab44d1400b88d22::SEM::0,cyril,,,,SEMANTIC
56cef595aab44d1400b88d22::SEM::1,cyril,,,,SEMANTIC
56cef595aab44d1400b88d22::SEM::2,cyril,,,,SEMANTIC
56cef595aab44d1400b88d22::SYN::0,cyril,,,,SYNTACTIC
56cef595aab44d1400b88d22::SYN::1,cyril,,,,SYNTACTIC
56cef595aab44d1400b88d22::SYN::2,cyril,,,,SYNTACTIC
56cef595aab44d1400b88d22::LEX::0,cyril,,,,LEXICAL
56cef595aab44d1400b88d22::LEX::1,cyril,,,,LEXICAL
56cef595aab44d1400b88d22::LEX::2,cyril,,,,LEXICAL
